key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,da,fi,hu
Menu_PhotoSensitivityWarningTitle,Photosensitivity Warning,Aviso de Fotossensibilidade,Advertencia sobre los ataques de fotosensibilidad,Aviso de fotossensibilidade,Photosensitive Anfälle – Warnung,Avertissement de photosensibilité,Avviso fotosensibilita',Varování fotocitlivosti,Ostrzeżenie O Nadwrażliwości Na Światło,Предупреждение о светочувствительности,感光性の警告,감광성 경고,UYARI,光敏性癫痫警告,光敏性癲癇警告,Lichtgevoeligheid Waarschuwing,Προειδοποίηση Φωτοευαισθησίας,fotosensitivitet advarsel,fotosensibilitate Avertizare,Ljuskänslighets varning,світлочутливість Попередження,фоточувствителност Внимание,lysfølsomhed Advarsel,Valoyliherkkyys varoitus,Fényérzékenység Warning
Menu_PhotoSensitivityWarningMessage,"This Game contains Flashing Lights.

A very small percentage of people may experience a seizure when exposed to certain visual images, including flashing lights or patterns that may appear in video games. Even people who have no history of seizures or epilepsy may have an undiagnosed condition that can cause these “photosensitive epileptic seizures” while playing video games.

Immediately stop playing and consult a doctor if you experience any symptoms.","Este jogo contém Fortes Estímulos luminosos.

Uma pequena porcentagem das pessoas podem ter uma convulsão quando exposta a certos estímulos visuais, incluindo luzes piscando ou padrões que podem aparecer em videogames. Mesmo as pessoas sem histórico de ataques ou epilepsia podem ter uma condição não diagnosticada que pode causar essas “crises epilépticas fotossensíveis” ao jogar alguns tipos de jogos, fique alerta.

Pare imediatamente de jogar e consulte um médico se você sentir quaisquer sintomas anormais.","Este juego contiene luces parpadeantes.

Un porcentaje muy pequeño de personas pueden padecer ataques cuando se exponen a ciertas imágenes visuales, incluidas luces parpadeantes o patrones que pueden aparecer en los videojuegos. 

Incluso las personas sin antecedentes de ataques o epilepsia pueden padecer enfermedades no diagnosticadas que puedan provocar estos ""ataques epilépticos por fotosensibilidad"" mientras usan videojuegos.

Deja de jugar inmediatamente y consulta con un médico si experimentas cualquier síntoma.","Este jogo contém luzes fortes. 

Uma pequena porcentagem de pessoas pode vir a sofrer de convulsões quando exposta a certas imagens visuais, incluindo luzes fortes e vibrantes, ou padrões que podem aparecer em jogos. Mesmo pessoas sem histórico de ataques ou epilepsia podem ter uma condição não diagnosticada que pode causar essas ""crises epilépticas fotossensíveis"" ao jogar jogos.

Caso tenha experienciado um desses sintomas, pare de jogar imediatamente e consulte um médico.","Dieses Spiel enthält flackernde Lichter.

Bei einem sehr kleinen Prozentsatz von Menschen können Anfälle auftreten, wenn sie bestimmten visuellen Reizen ausgesetzt sind, z. B. aufblitzenden Lichtern oder Mustern, die in Videospielen vorkommen. Auch Menschen ohne Vorgeschichte von Anfällen oder Epilepsie können ein nicht diagnostiziertes Leiden haben, das beim Abspielen von Videospielen zu diesen „photosensitiven epileptischen Anfällen“ führt.

Stellen Sie eines dieser Symptome bei sich fest, beenden Sie sofort das Spiel und suchen Sie einen Arzt auf.","Ce jeu Contient des Lumières Clignotantes.

Un petit pourcentage de personnes peut faire une crise d'épilepsie en étant exposée à certaines images visuelles, incluant des lumières clignotantes ou paternes qui peuvent apparaitre dans les jeux vidéo. Même les personnes n'ayant pas d'antécédents de crises peuvent avoir une condition non diagnostiquée qui peut causer ces ""Crises d'épilepsie photosensibles"" en jouant aux jeux vidéo.

Arrêtez immédiatement de jouer et consultez un médecin si vous ressentez des symptômes.","Questo gioco contiene luci intermittenti. 

A una piccola percentuale di utenti potrebbero insorgere disturbi dovuti all'esposizione ad alcune immagini, inclusi motivi o luci intermittenti che potrebbero apparire nei videogiochi. Anche le persone che non hanno nessuna storia di convulsioni o epilessia possono avere una condizione non diagnosticata che può causare questi “attacchi di epilessia fotosensibile” durante la riproduzione di video giochi. 

Smettere di giocare immediatamente e consultare un medico se si verificano sintomi.","Tato hra obsahuje blikající světla. Velmi malé procento lidí mohou zažít záchvat, když jsou vystaveny určitím vizuálním jevům, pohledu na blikající světla nebo vzory, které se objevují ve videohrách. 

Dokonce i lidé, kteří nemají žádné záchvaty nebo epilepsie mohou mít onemocnění, které může způsobit tyto „fotosenzitivní epileptické záchvaty“ při hraní videoher. 

Okamžitě přestaňte hrát hru a navštívte lékaře, pokud se vyskytnou nějaké příznaky.","Ta gra zawiera migające światła.

Bardzo mały procent ludzi może doświadczyć ataku podczas zetknięcia z pewnymi obrazami, w tym migającym światłem lub układami obrazów, które mogą pojawiać się w grach wideo. Nawet ludzie, którzy nie mają historii atak epilepsji może mieć nierozpoznaną warunek, który może powodować te „światłoczułe napady padaczkowe” podczas grania w gry wideo.

Natychmiast przerwij grę i skonsultować się z lekarzem, jeśli wystąpią jakiekolwiek objawy.","В игре присутствуют вспышки яркого света.

Небольшой процент людей подвержен появлению приступов при воздействии определенных визуальных стимулов, к примеру, вспышек света или узоров, присутствующих в компьютерной игре. Эпилептические припадки могут возникать даже у людей, не испытывавших ранее подобных приступов.

При появлении симптомов, немедленно прекратите игру и проконсультируйтесь со врачом.","このゲームは点滅ライトが含まれています。

ビデオゲームに表示されることが点灯または点滅パターンを含む、特定の視覚的なイメージにさらされたときに人々の非常に小さな割合は、発作が発生することがあります。発作やてんかんの既往を持たない人でもビデオゲームをプレイしながら、これらの「感光てんかん発作」を引き起こす可能性が診断未確定の状態であってもよいです。

あなたはどんな症状が発生した場合は、すぐに再生を停止し、医師に相談してください。","이 게임의 일부 이용자는 간질 혹은 발작 이력이 없더라도 특정 광원, 패턴 혹은 이미지에 노출될 경우 발작 증상을 경험할 수 있습니다.","Bu oyun, aniden yanıp sönen ışıklar içermektedir. 

İnsanların çok küçük bir yüzdesi, video oyunlarında görünebilen yanıp sönen ışıklara veya desenlere maruz kaldıklarında epilepsi nöbeti geçirebilirler. Geçmişte epilepsi nöbeti geçirmemiş veya epilepsi geçmişi olmayan kişilerin bile, video oyunlarını oynarken bu “ışığa duyarlı epilepsi nöbetlerine” neden olabilecek teşhis edilmemiş rahatsızlıkları olabilir.  

Herhangi bir belirtiyle karşılaşırsanız derhâl oyunu oynamayı bırakın ve bir doktora başvurun! ","这款游戏里会有闪烁的灯光。

极小部分人可能会在看到特定视觉图像（包括可能出现在视频游戏中的闪烁效果或图案）时出现癫痫症状。甚至没有癫痫史的人也可能具有一些可能会在玩视频游戏时导致“光敏性癫痫发作”的未确诊症状。

如果您出现任何症状，请立即停止玩游戏并咨询医生。","這款遊戲裡會有閃爍的燈光。
 
 極小部分人可能會在看到特定視覺圖像（包括可能出現在視頻遊戲中的閃爍效果或圖案）時出現癲癇症狀。甚至沒有癲癇史的人也可能具有一些可能會在玩視頻遊戲時導致“光敏性癲癇發作”的未確診症狀。
 
 如果您出現任何症狀，請立即停止玩遊戲並諮詢醫生。","Dit spel bevat flikkerende lichten.

Een zeer klein percentage personen kan een aanval optreden wanneer zij worden blootgesteld aan bepaalde visuele beelden, waaronder lichtflitsen of bepaalde patronen die kunnen verschijnen in video games. Zelfs mensen die geen geschiedenis van aanvallen of epilepsie kunnen niet gediagnosticeerd zijn en kunnen nogsteeds ""epeleptische aanvallen"" krijgen van het spelen van video spellen.

Stop onmiddelijk met spelen en raadpleeg een dokter als je deze symptonen meemaakt.","Αυτό το παιχνίδι περιέχει αναβοσβήνει φώτα.

Ένα πολύ μικρό ποσοστό των ανθρώπων που μπορεί να βιώσουν κρίση όταν εκτίθενται σε ορισμένες οπτικές εικόνες, συμπεριλαμβανομένων φώτα που αναβοσβήνουν ή μοτίβα που μπορεί να εμφανιστούν σε βιντεοπαιχνίδια. Ακόμα και άνθρωποι που δεν έχουν ιστορικό επιληπτικών κρίσεων ή επιληψίας μπορεί να έχουν μια μη διαγνωσμένη πάθηση που μπορεί να προκαλέσει αυτές τις «επιληπτικές κρίσεις φωτοευαισθησίας» παίζοντας βιντεοπαιχνίδια.

Αμέσως σταματήσει το παιχνίδι και συμβουλευτείτε ένα γιατρό εάν παρουσιάσετε οποιαδήποτε συμπτώματα.","Dette spillet inneholder blinkende lys.

En svært liten prosentandel av mennesker kan oppleve anfall når de eksponeres for enkelte visuelle bilder, inkludert blinkende lys eller mønstre som kan forekomme i videospill. Selv folk som ikke har opplevd anfall eller epilepsi, kan ha en udiagnostisert tilstand som kan forårsake disse “fotosensitive epileptiske anfall” mens du spiller videospill.

Umiddelbart slutte å spille og oppsøke lege hvis du opplever noen symptomer.","Acest joc conține lumini intermitente.

Un procent foarte mic de persoane ar putea suferi o criză atunci când sunt expuse la anumite imagini vizuale, inclusiv lumini sau modele care pot apărea în jocurile video intermitent. Chiar și oamenii care nu au antecedente de convulsii sau epilepsie pot avea o stare nediagnosticată care poate provoca aceste „crize epileptice“, în timp ce juca jocuri video.

Imediat opri redarea și consultați un medic dacă aveți orice simptome.","Det här spelet innehåller blinkande lampor.

En mycket liten andel av befolkningen kan drabbas av anfall när de utsätts för vissa visuella bilder, inklusive blinkande ljus eller mönster som kan förekomma i videospel. Även personer som inte har någon historia av krampanfall eller epilepsi kan ha ett odiagnostiserad tillstånd som kan orsaka dessa ”epileptiska anfall” när du spelar videospel.

Sluta omedelbart att spela och kontakta en läkare om du upplever några symptom.","Ця гра містить миготливі вогні.

Дуже невеликий відсоток людей може виникнути напад під впливом певних візуальних образів, в тому числі миготливий світло або моделі, які можуть з'являтися у відеоіграх. Навіть люди, які не мають історій нападів або епілепсії можуть мати невиявлені стан, яке може викликати ці «епілептичні припадки», граючи у відеоігри.

Негайно припиніть гру і зверніться до лікаря, якщо ви відчуваєте які-небудь симптоми.","Това Играта съдържа мигащи светлини.

Много малък процент от хората могат да изпитат изземване, когато са изложени на определени визуални образи, включително и мигащи светлини или модели, които могат да се появят във видео игри. Дори хората, които нямат анамнеза за гърчове или епилепсия могат да имат недиагностицирано състояние, което може да доведе до тези ""фоточувствителни епилептични припадъци"", докато играят видео игри.

Веднага спрете да играете и да се консултират с лекар, ако се появят някакви симптоми.","Dette spil indeholder Flashing Lights.

En meget lille procentdel af mennesker kan opleve et anfald, når de udsættes for visse visuelle billeder, herunder blinkende lys eller mønstre, der kan forekomme i videospil. Selv folk, der ikke har nogen tidligere krampeanfald eller epilepsi, kan have en udiagnosticeret tilstand, som kan forårsage disse ”lysfølsomme epileptiske anfald”, mens du spiller videospil.

Umiddelbart stoppe afspilning og konsultere en læge, hvis du oplever nogen symptomer.","
Tämä peli sisältää vilkkuvia valoja. 

Pieni osa henkilöistä saattavat kokea epileptisiä kohtauksia altistuttuaan tietyille visuaalisille asioille, kuten välkkyville valoille tai kuvioille jotka saattavat ilmaantua videopeleissä. Myös ihmisillä joilla ei ole historiaa kohtauksista tai epilepsiasta saattaa olla diagnosoimaton terveydentila joka voi aiheuttaa ""valoherkän epileptisen kohtauksen"". 

Lopeta heti pelaaminen ja ota yhteys lääkäriin jos sinulle tulee mitään oireita.","Ez a játék tartalmaz Flashing Lights.

Egy nagyon kis százaléka az emberek rohamot kitéve bizonyos vizuális ingerek, például villódzó fények vagy minták jelenhetnek meg a videojátékok. Még az emberek, akiknek nincs rohama vagy epilepsziája van egy diagnosztizálatlan betegség, ami okozhat ilyen „fényérzékenységi epilepsziás rohamot”, míg a videojátékok.

Azonnal hagyja abba a játékot, és forduljon orvoshoz, ha bármilyen tünet."
Menu_VoiceMessage1,To setup your voice recognition please go to Speech Settings on Windows and make sure there is an English speech pack installed and setup.,"Para configurar o reconhecimento de voz, vá para Configurações de fala no Windows e certifique-se de que haja um pacote de fala em português instalado e configurado",Para configurar el reconocimiento de voz por favor diríjase a Configuración de voz en Windows y asegúrese de que haya un paquete de voz Inglés US instalado y configurado.,"Para configurar o reconhecimento de voz, vá em Configurações de fala no Windows e certifique-se de que haja um pacote de fala em inglês instalado e configurado.","Um die Spracherkennung nutzen zu können gehen Sie bitte in die Sprach-Einstellungen in Windows und stellen sicher, dass sie ein Englisches Sprachpaket installiert und aktiviert haben.","Pour configurer votre reconnaissance vocale, veuillez vous rendre dans Paramètres vocaux sous Windows et assurez-vous qu'un pack vocal anglais est installé et configuré.",Per configurare il riconoscimento vocale si prega di andare sulle impostazioni vocali di Windows e assicurarsi che non v'è un pacchetto di discorso inglese installato.,"Chcete-li nastavit rozpoznávání hlasu, přejděte do nastavení řeči v systému Windows a ujistěte se, že je nainstalován a nastaven anglický balíček řeči.","W celu ustawienia rozpoznawania głosu, przejdź do ustawienia mowy w systemie Windows i upewnij się, że jest zainstalowany pakiet mowy angielskiej i konfiguracja.",Для корректной работы распознавания речи у вас должен быть установлен русский языковой пакет. Проверьте его наличие в настройках речи Windows.,セットアップするためにあなたの音声認識は、Windows上で音声設定]に移動し、必ず英語の音声パックインストールとセットアップがあるしてください。,음성 인식을 설정하려면 Windows 제어판의 음성 인식에서 영어 음성 팩을 설치하십시오.,Oyunun ses tanıma özelliğini kullanabilmek için Windows İngilizce ses paketi yüklemelisiniz.,如要使用语音识别，请前往Windows的语音设置，安装中文语音包。,如要使用語音辨識，請前往Windows的語音設置，安裝中文語音包。,Voor het opzetten van stem herkenning gaat u naar spraak instellingen op windows en zorg ervoor dat de engelse spraak pakket geinstalleerd is.,Για να ρυθμίσετε την αναγνώριση φωνής σας παρακαλώ πηγαίνετε στο Ρυθμίσεις ομιλίας στα Windows και βεβαιωθείτε ότι υπάρχει ένα πακέτο αγγλική ομιλία εγκατασταθεί και ρύθμιση.,Slik setter du opp din stemme gjenkjennelse kan du gå til tale-innstillinger på Windows og sørge for at det er en engelsk tale pakken installert og oppsett.,Pentru a configura o recunoaștere vocală vă rugăm să accesați Setări vorbire pe Windows și asigurați-vă că există un pachet de limba engleză vorbire instalat și de configurare.,För att ställa din röstigenkänning gå till Tal inställningar i Windows och se till att det finns ett engelskt tal paket installerat.,"Для установки вашого розпізнавання голосу, будь ласка, перейдіть в розділ Налаштування мови на Windows, і переконайтеся, що є англійська мова пакет установки і настройки.","За да настроите вашата разпознаване на глас, моля отидете на говора Настройки на Windows и се уверете, че е английска реч пакет инсталиран и настройка.","Til opsætning af din talegenkendelse kan du gå til Taleindstillinger på Windows og sikre, at der er en engelsk tale pakke installeret og opsætning.","Asentaaksesi äänentunnistuksen, mene Windowsin ääniasetuksiin ja varmista että englannin kielen puhepaketti on asennettu.","Ahhoz, hogy beállítsa a hangfelismerés lépjen a Beszéd beállítások Windows és győződjön meg róla, van egy angol beszéd csomag telepítése és beállítása."
Menu_VoiceMessage2,Please also set your default windows microphone to the microphone you are using.,Defina também o microfone padrão do Windows para o microfone que você está usando.,"Por favor, utilize el micrófono que tenga asignado por defecto","Por favor, também defina o microfone padrão do seu Windows para o microfone que vai utilizar no jogo.",Bitte stellen sie Sie Ihr Windows Standart Mikrofon auf Ihr Mikrofon ein das Sie für den Sprachchat benutzen möchten.,Veuillez également régler votre périphérique de communication par défaut sur le microphone que vous utilisez.,Si prega di impostare anche il vostro microfono di default in Windows.,"Nastavte také výchozí mikrofon systému Windows na mikrofon, který používáte.",Należy również ustawić mikrofon domyślne okna do mikrofonu używasz.,"Также, установите используемый микрофон в качестве микрофона по умолчанию.",また、あなたが使用しているマイクにあなたのデフォルトのウィンドウのマイクを設定してください。,또한 사용하려는 기본 마이크를 설정하십시오.,Ayrıca kullandığınız mikrofona varsayılan pencere mikrofonu ayarlayın.,请将您的默认Windows麦克风设置为您正在使用的麦克风。,請將您的預設Windows麥克風設置為您正在使用的麥克風。,Gelieve ook je standaard windows microfoon in te stellen op je microfoon die je gebruikt.,Παρακαλούμε να ορίσετε επίσης προεπιλογή παράθυρά σας μικρόφωνο στο μικρόφωνο που χρησιμοποιείτε.,Vennligst også angi standard Windows mikrofon i mikrofon du bruker.,Vă rugăm să setați microfonul ferestre implicit la microfon pe care îl utilizați.,Se även ställa in standardfönster mikrofon till mikrofon du använder.,"Будь ласка, встановіть мікрофон вікна за замовчуванням для мікрофона ви використовуєте.","Моля също така да настроите прозорци подразбиране микрофон до микрофона, който използвате.","Vær også indstille din standard-vinduer mikrofon til mikrofon, du bruger.",Aseta myös Windowsin oletus mikrofoni siihen mikrofoniin mitä käytät.,"Kérjük, állítsa be az alapértelmezett windows azt a mikrofon használata."
Menu_VoiceMessage3,You can test the voice recognition in the audio settings.,Você pode testar o reconhecimento de voz nas configurações de áudio.,Puede probar el reconocimiento de voz en los ajustes de audio.,Você pode testar o reconhecimento de voz nas configurações de áudio.,Sie können die Spracherkennung in den Audio Einstellungen testen.,Vous pouvez tester la reconnaissance vocale dans les paramètres audio.,È possibile verificare il riconoscimento vocale nelle impostazioni audio.,Rozpoznávání hlasu můžete otestovat v nastavení zvuku.,Można przetestować rozpoznawanie głosu w ustawieniach audio.,Вы можете протестировать функцию распознавания речи в настройках звука.,あなたは、オーディオ設定で音声認識をテストすることができます。,오디어 설정에서 음성 인식을 테스트할 수 있습니다.,Ses ayarlarında ses tanıma özelliğinizi test edebilirsiniz.,您可以在音频设置测试语音识别。,您可以在音訊設置測試語音辨識。,Je kunt spraakherkenning testen in de volume opties.,Μπορείτε να δοκιμάσετε την αναγνώριση φωνής στις ρυθμίσεις ήχου.,Du kan teste talegjenkjenningen i lydinnstillingene.,Puteți testa recunoașterea vocii în setările audio.,Du kan testa röstigenkänning i ljudinställningarna.,Ви можете перевірити розпізнавання голосу в налаштуваннях звуку.,Можете да тествате гласовото разпознаване на аудио настройките.,Du kan teste stemmegenkendelse i lydindstillingerne.,Voit testata puheentunnistusta ääniasetuksista.,Ki lehet próbálni a hangfelismerés az audió beállításokat.
Menu_Accept,Accept,Aceitar,Aceptar,Aceitar,Akzeptieren,J'accepte,Accetta,Akceptovat,zaakceptuj,Принять,受け入れます,확인,Onayla,接受,接受,Aanvaarden,Αποδέχομαι,Aksepterer,Accept,Acceptera,приймати,приемам,Accepter,Hyväksy,Elfogad
Error_ItemError,Your items have been returned to you.,Seus itens foram devolvidos a você.,Sus objetos han sido devueltos.,Seus itens retornaram pra você.,Ihre Gegenstände wurden Ihnen zurückgegeben.,Vos articles vous on était rendue.,I tuoi articoli sono stati restituiti,Vaše položky vám byly vráceny.,Twoje produkty zostały zwrócone.,Ваши вещи были возвращены вам.,あなたの項目はあなたに戻ってきました。,장비가 인벤토리로 반환되었습니다.,Eşyalarınız iade edildi.,已将物品退回给你。,已將物品退回給你。,Uw items zijn teruggegeven aan u.,έχουν τα στοιχεία σας έχουν επιστραφεί σε εσάς.,Varene har blitt returnert til deg.,Elementele dvs. au fost returnate.,Dina artiklar har återlämnats till dig.,Ваші деталі були повернуті до вас.,Елементите ви са върнати на вас.,Dine varer er blevet returneret til dig.,Tavarasi on palautettu sinulle.,Az elemek kerültek vissza.
Lobby_Title,Server Lobby,Servidores,Vestíbulo del servidor,Saguão de Servidor,Server Lobby,Liste des serveurs,Server Lobby,Server Lobby,Wyszukaj lobby,Лобби,サーバーのロビー,서버 로비,Sunucular,服务器大厅,伺服器大廳,Server Lobby,διακομιστή Lobby,Server Lobby,Server Lobby,Serverlobbyn,сервер лобі,Сървър Лоби,Server Lobby,Palvelimen aula,szerver Lobby
Lobby_Refresh,Refresh,Atualizar,Actualizar,Atualizar,Aktualisieren,Rafraîchir,Ricarica,Obnovit,Odśwież,Обновить,リフレッシュ,새로고침,Yenile,刷新,刷新,Vernieuwen,Φρεσκάρω,Forfriske,Reîmprospăta,Uppdatera,оновлення,Обновяване,Opdater,Päivitä,Frissítés
Lobby_Create,Create Public,Criar Sala Pública,Crear sala pública,Criar Sala Pública,Öffentliches Spiel,Créer partie publique,Crea pubblica,vytvoření společné,Stwórz grę globalną,Создать публичное лобби,公共の作成,공개방 생성,Herkese Açık Lobi Oluştur,创建公开房间,創建公開房間,Publiek Maken,Δημιουργία Δημόσια,Lag Offentlig,Creează public,Skapa offentlig,створити Публічна,Създаване на Обществен,Opret Offentlig,Luo Julkinen,Készítsen Public
Menu_Back,Back,Voltar,Menú,Voltar,Zurück,Retour,Indietro,Zpět,Powrót,Назад,バック,뒤로,Geri,返回,返回,Terug,Πίσω,Tilbake,Înapoi,Tillbaka,назад,обратно,Tilbage,Takaisin,Vissza
Lobby_Population,Population,População,Población,População,Spieleranzahl,Population,Giocatori,Populace,Populacja,Население,人数,플레이어,Aktif Oyuncu,人数,人數,Bevolking,Πληθυσμός,Befolkning,populație,Befolkning,населення,население,Personer,Populaatio,Népesség
Lobby_Rooms,Rooms,Salas,Salas,Salas,Räume,Salles,Stanze,Pokoje,pokoje,Комнаты,部屋,생성된 방,Odalar,房间数,房間數,Kamers,Δωμάτια,Rom,camere,Rum,кімнати,Стаи,Rum,Huoneet,szobák
Lobby_ServerName,Server Name,Nome da Sala,Nombre de la sala,Nome da Sala,Servername,Nom du serveur,Nome del server,Jméno serveru,Nazwa serwera,Название сервера,サーバーネーム,방 이름,Sunucu adı,服务器名称,伺服器名稱,Server naam,Ονομα διακομιστή,Server navn,Numele serverului,Server namn,ім'я сервера,Име на сървъра,Server navn,Palvelimen nimi,Szerver név
Server_ReadyUp,Ready Up,Pronto,Preparado,Pronto,Bereit,Prêt,Pronto,Připraven,Gotowy,Приготовиться,準備する,준비,Hazır,准备,準備,Klaar,έτοιμο Up,klar opp,Gata Up,Redo,платити готівкою,Готов Up,Gør parat,Valmistaudu,Ready Up
Server_LeaveGame,Leave,Sair do Jogo,Abandonar,Sair,Verlassen,Quitter,Abbandona,Odejít,Opuść pokój,Выход,休暇,떠나기,Ayrıl,离开,離開,Niet Klaar,Αδεια,Permisjon,Părăsi,Lämna,Залишати,Оставете,Forlade,Poistu,Elhagy
Server_Change,Change,Avatar,Avatar,Avatar,Ändern,Changer,Modifica,Změna,Zmiana serwera,Изменить,変化する,캐릭터,Değiştir,更改,更改,Veranderen,Αλλαγή,Endring,Schimbare,Ändra,зміна,промяна,Ændre,Vaihda,változás
Server_Start,Start,Iniciar,Empezar,Começar,Start,Démarrer,Inizia,Start,Start,Начать,開始,시작,Başlat,开始,開始,Begin,Αρχή,Start,start,Starta,початок,начало,Start,Aloita,Rajt
Server_Contract,Contract: No Contract Selected,Contrato: Nenhum contrato selecionado,Contrato: Ningún contrato seleccionado,Contrato: Nenhum contrato selecionado,Auftrag: Kein Auftrag ausgewählt,Contrat: aucun contrat sélectionné,Contratto: Nessun contratto selezionato,Smlouva: Bez smlouvy Vybrané,Kontrakt: Nie wybrano kontraktu,Контракт: Контракт не выбран,契約：いいえ契約が選択されて,의뢰: 선택되지 않음,İş: Herhangi iş seçilmedi,合约：未选择合约,合約：未選擇合約,Contract : Geen Contract Geselecteerd,Σύμβαση: όχι Σύμβαση Επιλεγμένα,Kontrakt: Ingen kontrakt Selected,Contract: Nu Contract selectat,Kontrakt: Inget kontrakt valt,Контракт діє до: Немає контракт Selected,Договор: Няма договор Избрани,Kontrakt: Ingen kontrakt Selected,Sopimus: Ei valittua sopimusta,Szerződés: nincs szerződés Válogatott
Server_EquipmentList,Equipment List,Lista de equipamento,Lista de equipamiento,Lista de equipamento,Ausrüstungsliste,Liste d'équipement,Lista equipaggiamento,Seznam vybavení,Lista wyposażenia,Список вещей,機器リスト,장비 목록,Ekipman listesi,装备列表,裝備列表,Uitrustingslijst,Λίστα εξοπλισμού,Utstyrsliste,Lista de echipamente,Utrustningslista,перелік обладнання,Списък на оборудване,Udstyr Liste,Varusteluettelo,Felszerelés lista
Server_Title,Server Lobby,Sala do Servidor,Vestíbulo del servidor,Sala do Servidor,Server Lobby,Liste des serveurs,Lista Server,Server Lobby,Lobby serwera,Лобби сервера,サーバーのロビー,서버 로비,Sunucu Listesi,服务器大厅,伺服器大廳,Server Lobby,διακομιστή Lobby,Server Lobby,Server Lobby,Serverlobbyn,сервер лобі,Сървър Лоби,Server Lobby,Palvelimen aula,szerver Lobby
Server_SelectJob,Select Job,Contratos,Contratos,Contratos,Wähle einen Job,Sélectionnez le travail,Seleziona contratto,Vyberte misi,Wybeiz pracę,Выбор задания,ジョブを選択,의뢰 선택하기,İş seç,选择合约,選擇合約,Selecteer Taak,Επιλέξτε εργασίας,Velg Jobb,Selectați locuri de muncă,Välj Job,вибір роботи,Изберете Job,Vælg Job,Valitse työ,Kiválasztás Job
Server_Ready,Ready,Pronto,Preparado,Pronto,Bereit,Prêt,Pronto,Připravený,Gotowy,Готов,レディ,준비 완료,Hazır,准备,準備,Klaar,Ετοιμος,Klar,Gata,Redo,готовий,Готов,Parat,Valmis,Kész
Server_Unready,Unready,Preparando,No preparado,Preparando,Nicht bereit,Pas prêt,Non pronto,Nepřipravený,Niegotowy,Не готов,準備の整っていません,준비중,Hazır değil,未准备,未準備,Niet  Klaar,Ανέτοιμος,unready,unready,Inte redo,неготовий,нерешителен,Ikke parat,Ei Valmis,Felkészületlen
Server_MapTitle,Select a contract,Selecione um contrato,Seleccione un contrato,Escolha um contrato,Wähle einen Auftrag,Sélectionnez un contrat,Seleziona un contratto,Vyberte kontrakt,Wybierz kontrakt,Выбор контракта,契約を選択,의뢰 선택하기,Bir iş seçin,选择合约,選擇合約,Kies een contract,Επιλέξτε μια σύμβαση,Velg en kontrakt,Selectați un contract de,Välj ett kontrakt,Виберіть контракт,Изберете договор,Vælg en kontrakt,Valitse sopimus,Válasszon szerződés
Server_Select,Select,Aceitar,Seleccionar,selecionar,Wählen,Sélectionner,Seleziona,Vybrat,Wybierz,Выбрать,選択する,선택,İşi Kabul et,选择,選擇,Kiezen,Επιλέγω,Plukke ut,Selectați,Välj,вибрати,Изберете,Vælg,Valitse,választ
Server_Add,Add,Adicionar,Añadir ,Adicionar,Hinzufügen,Ajouter,Aggiungi,Přidat,Dodaj,Добавить,追加,추가,Ekle,添加,添加,Toevoegen,Προσθήκη,Legge til,Adăuga,Lägg till,додавати,Добави,Tilføje,Lisää,hozzáad
Server_Buy,Buy,Comprar,Comprar,Comprar,Kaufen,Acheter,Acquista,Koupit,Kup,Купить,購入,구입,AL,购买,購買,Kopen,Αγορά,Kjøpe,Cumpără,Köp,купити,Купува,Købe,Osta,megvesz
Server_Total,Total Items,Total de Itens,Total de artículos,Total de Itens,Alle Gegenstände,Articles au total,Oggetti totali,Celkem položek,Łącznie egzemplarzy,Всего (вещей),総アイテム,보유 개수,Tüm ekipmanlar,物品总数,物品總數,Totale Artikelen,Συνολικά Προϊόντα,Totalt antall elementer,Numărul total de elemente,Totalt antal föremål,всього елементів,Общо артикули,Alt udstyr,Tavaroiden määrä,Összes elemek
Server_AddItems,Add items to the equipment list,Adicionar itens à lista de equipamentos,Añadir objetos a la lista de equipamiento,Adicionar itens à lista de equipamentos,Gegenstände zur Ausrüstungsliste hinzufügen,Ajouter des articles à la liste d'équipement,Aggiungi oggetti all'elenco attrezzature,"Přidat položky do seznamu vybavení
",Dodaj elementy do listy sprzętu,Добавить предметы,機器リストに項目を追加します。,장비를 선택하여 추가하세요,Ekipman ekle,将物品添加到装备列表中,將物品添加到裝備列表中,Artikelen toevoegen aan de uitrustingslijst.,Προσθήκη στοιχείων στη λίστα του εξοπλισμού,Legge til elementer i utstyrsliste,Adăugați elemente la lista echipamentelor,Lägg till föremål i utrustningslistan,Додавання елементів до списку обладнання,Добавяне на елементи към списъка с оборудване,Tilføje udstyre til listen,Tavaroiden lisääminen laiteluetteloon,Elemek hozzáadása a felszerelések listája
Server_Inventory,Player Inventory,Inventário do jogador,Inventario del jugador,Inventory jogador,Spielerinventar,Inventaire des joueurs,Inventario,Invenář hráče,Zapasy graczy,Инвентарь,プレイヤーのインベントリ,플레이어 인벤토리,Oyuncu Ekipmanı,玩家背包,玩家背包,Spelersinventaris,Απογραφή Player,spiller Lager,Inventarul jucătorului,Spelarutrustning,Інвентар гравця,Инвентаризация Player,Spiller Inventory,Pelaajan tavaraluettelo,Játékos Inventory
