key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,da,fi,hu
Menu_Money,Money,Dinheiro,Dinero,Dinheiro,Geld,De l'argent,Soldi,Peníze,Pieniądze,Деньги,所持金,돈,Para,金钱,金錢,Geld,Χρήματα,Saldo,Bani,Pengar,Гроші,Пари,Penge,Raha,Pénz
Menu_LanguageTitle,Select Language,Selecione o idioma,Seleccione el idioma,Selecione o Idioma,Sprache auswählen,Choisir la langue,Seleziona la tua lingua,Výběr jazyka,Wybór języka,Язык,言語選択,언어 선택,Dil Seçin,选择语言,選擇語言,Taal selecteren,Επιλέξτε Γλώσσα,Velg Språk,Selectează limba,Välj språk,Вибрати мову,Избери език,Vælg sprog,Valitse kieli,Nyelvválasztás
Menu_PhotoSensitivityWarningTitle,Photosensitivity Warning,Aviso de Fotossensibilidade,Advertencia sobre los ataques de fotosensibilidad,Aviso de Fotossensibilidade,Photosensitive Anfälle – Warnung,Avertissement relatif aux crises d'épilepsie photosensibles,Avviso Fotosensibilità,Varování fotosenzitivity,Ostrzeżenie o nadwrażliwości na światło,Предупреждение о светочувствительности,光過敏性発作に関する注意,감광성 경고,UYARI,光敏性癫痫警告,光敏性癲癇警告,Lichtgevoeligheids waarschuwing,Προειδοποίηση Φωτοευαισθησίας,Fotosensitivitet Advarsel,Pericol de epilepsie,Ljuskänslighets varning,"
Попередження про світлочутливість",Фоточувствително Предупреждение,Fotosensitiv Advarsel,Valoyliherkkyys varoitus,Fényérzékenység- és epilepsziaveszély!
Menu_PhotoSensitivityWarningMessage,"This Game contains Flashing Lights.

A very small percentage of people may experience a seizure when exposed to certain visual images, including flashing lights or patterns that may appear in video games. Even people who have no history of seizures or epilepsy may have an undiagnosed condition that can cause these “photosensitive epileptic seizures” while playing video games.

Immediately stop playing and consult a doctor if you experience any symptoms.","Este jogo contém Fortes Estímulos luminosos.

Uma pequena porcentagem das pessoas podem ter uma convulsão quando exposta a certos estímulos visuais, incluindo luzes piscando ou padrões que podem aparecer em videogames. Mesmo as pessoas sem histórico de ataques ou epilepsia podem ter uma condição não diagnosticada que pode causar essas “crises epilépticas fotossensíveis” ao jogar alguns tipos de jogos, fique alerta.

Pare imediatamente de jogar e consulte um médico se você sentir quaisquer sintomas anormais.","Este juego contiene luces parpadeantes.

Un porcentaje muy pequeño de personas pueden padecer ataques cuando se exponen a ciertas imágenes visuales, incluidas luces parpadeantes o patrones que pueden aparecer en los videojuegos. 

Incluso las personas sin antecedentes de ataques o epilepsia pueden padecer enfermedades no diagnosticadas que puedan provocar estos ""ataques epilépticos por fotosensibilidad"" mientras usan videojuegos.

Deja de jugar inmediatamente y consulta con un médico si experimentas cualquier síntoma.","Este Jogo contém Luzes Fortes.

Uma percentagem muito pequena de pessoas pode ter uma convulsão quando exposta a certas imagens visuais, incluindo luzes fortes ou padrões que podem aparecer em videogames. Mesmo pessoas que não têm histórico de ataques ou epilepsia podem ter uma condição não diagnosticada que pode causar essas “crises epilépticas fotossensíveis” ao jogar videogame.

Pare de jogar imediatamente e consulte um médico se sentir algum sintoma.","Dieses Spiel enthält flackernde Lichter.
 
 Bei einem sehr kleinen Prozentsatz von Menschen können Anfälle auftreten, wenn sie bestimmten visuellen Reizen ausgesetzt sind,
  z. B. Aufblitzenden Lichtern oder Mustern, die in Videospielen vorkommen. Auch Menschen ohne Vorgeschichte von Anfällen
  oder Epilepsie können ein nicht diagnostiziertes Leiden haben, das beim Abspielen von Videospielen zu diesen „fotosensitiven epileptischen Anfällen“ führt.
 
 Stellen Sie eines dieser Symptome bei sich fest, beenden Sie sofort das Spiel und suchen Sie einen Arzt auf.","Ce jeu contient des lumières clignotantes.

Un faible pourcentage de personnes peut avoir une crise d'épilepsie lorsqu'elles s'exposent à certaines images visuelles, notamment des voyants ou des motifs clignotants qui s'affichent dans les jeux vidéo. Les personnes qui n'ont jamais eu de crise d'épilepsie peuvent également être sujets à des « crises d'épilepsie photosensibles » en jouant à des jeux vidéo.

Cessez de jouer immédiatement et consultez un médecin si vous souffrez de l'un de ces symptômes.","Questo gioco contiene luci intermittenti. 

A una piccola percentuale di utenti potrebbero insorgere disturbi dovuti all'esposizione di alcune immagini, inclusi motivi o luci intermittenti che potrebbero apparire nei videogiochi. Anche le persone che non hanno mai sperimentato convulsioni o epilessia potrebbero avere una condizione non diagnosticata che può causare questi “attacchi di epilessia fotosensibile” durante la riproduzione di videogiochi. 

Smetti di giocare immediatamente e consulta un medico se si verificano i sintomi.","Tato hra obsahuje blikající světla. 

Velmi malé procento lidí může prožít záchvat, když jsou vystaveni určitým vizuálním jevům, pohledům na blikající světla, nebo vzory, objevující se ve videohrách. Dokonce i lidé, kteří dosud neprožili žádné záchvaty nebo epilepsii, mohou mít nediagnostikované onemocnění, které může způsobit tyto „fotosenzitivní epileptické záchvaty“ při hraní videoher. 

Okamžitě přestaňte hrát hru a navštivte lékaře, pokud se u vás vyskytnou nějaké příznaky.","Ta gra zawiera migające światła.

Bardzo niewielki odsetek ludzi może doświadczyć ataku podczas oglądania pewnych obrazów wizualnych, w tym migających świateł lub wzorów, które mogą pojawiać się w grach wideo. Nawet osoby, które nie miały historii napadów padaczkowych lub epilepsji, mogą mieć niezdiagnozowaną chorobę, która może powodować te „światłoczułe napady padaczkowe” podczas grania w gry wideo.

W przypadku wystąpienia jakichkolwiek objawów natychmiast przerwij grę i skonsultuj się z lekarzem.","В игре присутствуют вспышки яркого света.

Небольшой процент людей подвержен появлению приступов при воздействии определенных визуальных стимулов, к примеру, вспышек света или узоров, присутствующих в компьютерной игре. Эпилептические припадки могут возникать даже у людей, не испытывавших ранее подобных приступов.

При появлении симптомов, немедленно прекратите игру и проконсультируйтесь с врачом.","一部、強い光や模様の点滅などの演出があります。
光に敏感な方は目眩がしたり、体調が悪くなる恐れがあります。
万が一身体に異常を感じた場合は、すぐにゲームを中止し医師に相談してください。","이 게임의 일부 이용자는 간질 혹은 발작 이력이 없더라도 특정 광원, 패턴 혹은 이미지에 노출될 경우 발작 증상을 경험할 수 있습니다.","Bu oyun, aniden yanıp sönen ışıklar içermektedir. 

İnsanların çok küçük bir yüzdesi, video oyunlarında görünebilen yanıp sönen ışıklara veya desenlere maruz kaldıklarında epilepsi nöbeti geçirebilirler. Geçmişte epilepsi nöbeti geçirmemiş veya epilepsi geçmişi olmayan kişilerin bile, video oyunlarını oynarken bu epilepsi nöbetlerine neden olabilecek teşhis edilmemiş rahatsızlıkları olabilir.  

Herhangi bir belirtiyle karşılaşırsanız derhâl oyunu oynamayı bırakın ve bir doktora başvurun! ","这款游戏里会有闪烁的灯光。

极小部分人可能会在看到特定视觉图像（包括可能出现在电子游戏中的闪烁效果或图案）时出现癫痫症状。
甚至没有癫痫史的人也可能会在玩电子游戏时引发“光敏性癫痫发作”的未确诊症状。

如果您出现任何症状，请立即停止玩游戏并咨询医生。","這款遊戲裡會有閃爍的燈光。
 
 極小部分人可能會在看到特定視覺圖像（包括可能出現在電子遊戲中的閃爍效果或圖案）時出現癲癇症狀。
甚至沒有癲癇史的人也可能會在玩電子遊戲時引發“光敏性癲癇發作”的未確診症狀。
 
 如果您出現任何症狀，請立即停止玩遊戲並諮詢醫生。","Dit spel bevat flikkerende lichten.

Bij een zeer klein percentage personen kan een epileptische aanval optreden wanneer zij worden blootgesteld aan bepaalde visuele beelden, waaronder lichtflitsen of bepaalde patronen die kunnen verschijnen in video games. Zelfs mensen die geen geschiedenis van aanvallen of epilepsie kunnen niet gediagnosticeerd zijn en kunnen nog steeds epileptische aanvallen krijgen van het spelen van video spellen.

Stop onmiddelijk met spelen en raadpleeg een dokter als je deze symptonen meemaakt.","""Αυτό το παιχνίδι περιέχει φώτα που αναβοσβήνουν.

Ένα πολύ μικρό ποσοστό ανθρώπων μπορεί να βιώσει κρίσεις όταν εκτίθεται σε ορισμένες εικόνες, όπως φώτα που αναβοσβήνουν ή μοτίβα που ενδέχεται να εμφανιστούν σε βιντεοπαιχνίδια. Ακόμα και τα άτομα που δεν έχουν ιστορικό κρίσεων ή επιληψίας μπορεί να έχουν μια μη διαγνωσμένη πάθηση η οποία μπορεί να προκαλέσει “φωτοευαίσθητες επιληπτικές κρίσεις“ ενώ παίζετε βιντεοπαιχνίδια.

Σταματήστε αμέσως να παίζετε και συμβουλευτείτε αμέσως έναν ιατρό εάν εμφανίσετε συμπτώματα.""","Dette spillet inneholder blinkende lys.

En veldig liten prosentandel av mennesker kan oppleve et anfall når de blir utsatt for visse visuelle bilder, inkludert blinkende lys eller mønstre som kan vises i videospill. Selv personer som ikke har hatt kramper eller epilepsi, kan ha en udiagnostisert tilstand som kan forårsake disse ""lysfølsomme epileptiske anfallene"" mens de spiller videospill.

Slutt å spille umiddelbart og kontakt lege hvis du opplever symptomer!","""Acest joc conține lumini intermitente.

Un procent foarte mic de persoane ar putea suferi o criză atunci când sunt expuse la anumite imagini vizuale, inclusiv lumini sau modele care pot apărea în jocurile video intermitent. Chiar și oamenii care nu au antecedente de convulsii sau epilepsie pot avea o stare nediagnosticată care poate provoca aceste „crize epileptice“, în timp ce joacă jocuri video.

Imediat opriți-vă din a juca și consultați un medic dacă aveți orice simptome.""","Det här spelet innehåller blinkande lampor.

En mycket liten andel av människor kan drabbas av anfall när de utsätts för vissa visuella bilder, inklusive blinkande ljus eller mönster som kan förekomma i videospel. Även personer som inte har någon historia av krampanfall eller epilepsi kan ha ett odiagnostiserad tillstånd som kan orsaka dessa ”epileptiska anfall” när du spelar videospel.

Sluta omedelbart att spela och kontakta en läkare om du upplever några symptom.","У цій грі присутні сцени з мерехтливими вогнями.

Невеликий відсоток людей може зазнати епілиптичного нападу від впливу візуальних зображень, мерехтливих вогнів або візерунків, які можуть з'являтися у відеоіграх. Епілиптичний напад також може з'являтися у людей, які не зазнавали його до цього.

При появі симптомів, негайно припиніть гру і зверніться до лікаря.","Тази игра съдържа мигащи светлини.

Много малък процент от хората могат да получат припадък, когато са изложени на определени визуални изображения, включително мигащи светлини или шарки, които могат да се появят във видеоигрите. Дори хора, които нямат история със гърчове или епилепсия, могат да имат недиагностицирано състояние, което може да причини тези „фоточувствителни епилептични гърчове“, докато играят видео игри.

Веднага спрете да играете и се консултирайте с лекар, ако имате някакви симптоми.","Dette spil inholder blikende lys.

En meget lille procentdel af mennesker kan opleve et anfald når de udsættes for visse billeder, dette inkludere blinkende lys eller mønstre der måske bliver vist i spil. Selv personer uden historik af anfald eller epilepsi har måske en udiagnosticeret tilstand der kan skabe disse “Fotosensitiv epileptiske anfald” mens de spiller spil.

Straks stop med at spille og konsulter en læge, hvis du oplever nogen former af symptomer.","
Tämä peli sisältää vilkkuvia valoja. 

Pieni osa henkilöistä saattavat kokea epileptisiä kohtauksia altistuttuaan tietyille visuaalisille asioille, kuten välkkyville valoille tai kuvioille jotka saattavat ilmaantua videopeleissä. Myös ihmisillä joilla ei ole historiaa kohtauksista tai epilepsiasta saattaa olla diagnosoimaton terveydentila joka voi aiheuttaa ""valoherkän epileptisen kohtauksen"". 

Lopeta heti pelaaminen ja ota yhteys lääkäriin jos sinulle tulee mitään oireita.","A játék villogó fényeket tartalmaz!

Bizonyos emberek rohamokat élhetnek át, ha villodzó fényeket vagy mintákat látnak a videójátékokban.
Még olyan embereknél is fennáll ennek a veszélye, akik nincsenek diagnosztizálva epilepsziával vagy más rohamot okozó betegséggel.

Ha bármilyen tünetet észlelsz, hagyd abba a játékot és fordulj orvoshoz!"
Menu_VoiceMessage1,To setup your voice recognition please go to Speech Settings on Windows and make sure there is an English speech pack installed and setup.,"Para configurar o reconhecimento de voz, vá para Configurações de fala no Windows e certifique-se de que haja um pacote de fala em português instalado e configurado",Para configurar el reconocimiento de voz por favor diríjase a Configuración de voz en Windows y asegúrese de que haya un paquete de voz Inglés US instalado y configurado.,"Para configurar o reconhecimento de voz, vá às Configurações de Fala no Windows e certifique-se de que haja um pacote de fala em Inglês instalado e configurado.","Um die Spracherkennung einzurichten, gehen Sie bitte zu den Spracheinstellungen unter Windows und stellen Sie sicher, dass ein englisches Sprachpaket installiert und eingerichtet ist.","Pour configurer votre reconnaissance vocale, veuillez vous rendre dans Paramètres vocaux sous Windows et assurez-vous qu'un pack vocal anglais est installé et configuré.",Per configurare il riconoscimento vocale si prega di andare nelle impostazioni vocali di Windows e assicurarsi che ci sia il pacchetto vocale della lingua italiana installato.,"Chcete-li nastavit rozpoznávání hlasu, přejděte do nastavení řeči v systému Windows a ujistěte se, že je nainstalován a nastaven anglický balíček řeči.","W celu ustawienia rozpoznawania głosu przejdź do ""ustawień mowy"" w systemie Windows i upewnij się, że zainstalowany jest Angielski pakiet głosowy.",Для корректной работы распознавания речи у вас должен быть установлен английский языковой пакет. Проверьте его наличие в настройках речи Windows.,"音声認識を有効化するには、
Windows内の「設定」＞「時刻と言語」＞「音声認識」を開き、
使用する言語の音声パッケージをインストールしてください。",음성 인식을 설정하려면 Windows에서 영어 음성 팩을 설치하십시오.,Oyunun ses tanıma özelliğini kullanabilmek için Konuşma tanıma ayarlarından konuşma dilini ingilizce yapmalısınız.,"如要使用语音识别，
请前往Windows的语音设置，
安装中文语音包。","如要使用語音辨識，
請前往Windows的語音設置，
安裝中文語音包。",Voor het instellen van stemherkenning gaat u naar spraakinstellingen op Windows en zorgt u ervoor dat het Engelse spraak pakket geinstalleerd is.,"Για να ρυθμίσετε την αναγνώριση φωνής, μεταβείτε στις Ρυθμίσεις Ομιλίας στα Windows και βεβαιωθείτε ότι υπάρχει εγκατεστημένο και ρυθμισμένο ένα πακέτο αγγλικής ομιλίας.","For å sette opp talegjennkjenning, gå til Taleinstillinger i Windows og se at du har installert Engelsk språkpakke.",Pentru a configura o recunoaștere vocală vă rugăm să accesați Setări vorbire pe Windows și asigurați-vă că există un pachet de vorbire în limba engleza instalat și configurat.,För att ställa in din röstigenkänning gå till Tal inställningar i Windows och se till att det finns ett engelskt tal paket installerat.,"Для налаштування розпізнавання мовлення, перейдіть у налуштавання мовлення у Windows і переконайтесь, що маєте встановлений та налаштований англіський голосовий пакет.","За да настроите гласовото си разпознаване, моля, отидете в Настройкиte за говора в Windows и се уверете, че има инсталиран и настроен английски речев пакет.","Ved opstætning af din stemme genkendelse, gå til Taleindstillinger på Windows og være sikker at der er en Engelsk tale pakke installeret og sat op.","Asentaaksesi äänentunnistuksen, mene Windowsin ääniasetuksiin ja varmista että englannin kielen puhepaketti on asennettu.","A beszédfelismerés beállításához menj be a ""Beszéd beállításokba"" Windowson belül, és győződj meg róla hogy az ""Angol beszéd csomag"" telepítve és kiválasztva van."
Menu_VoiceMessage2,Please also set your default windows microphone to the microphone you are using.,Defina também o microfone padrão do Windows para o microfone que você está usando.,"Por favor, utilize el micrófono que tenga asignado por defecto","Por favor, defina também o microfone padrão do seu Windows para o microfone que você vai utilizar no jogo.","Bitte stellen Sie Ihr Windows Standard Mikrofon auf Ihr Mikrofon ein, das Sie für den Sprachchat benutzen möchten.",Veuillez également régler votre périphérique de communication par défaut sur le microphone que vous utilisez.,Si prega di impostare il microfono scelto anche come microfono principale su Windows.,"Nastavte také výchozí mikrofon systému Windows na mikrofon, který používáte.",Należy również ustawić domyślny mikrofon w systemie Windows na mikrofon z którego będziesz korzystać. ,"Также, установите используемый микрофон в качестве микрофона по умолчанию.",また、使用するマイクをWindows内でデフォルトマイクに設定してください。,또한 사용하려는 기본 마이크를 설정하십시오.,Ayrıca kullandığınız mikrofona varsayılan pencere mikrofonu ayarlayın.,"请将您的默认Windows麦克风
设置为您正在使用的麦克风。","請將您的預設Windows麥克風
設置為您正在使用的麥克風。",Gelieve ook je standaard Windows microfoon in te stellen op je microfoon die je gebruikt.,"Ορίστε επίσης το προεπιλεγμένο μικρόφωνο των Windows στο μικρόφωνο που χρησιμοποιείτε.
",Vennligst velg samme mikrofon som du har i Windows instillinger.,Vă rugăm să setați microfonul dvs. implicit.,Ställ även in din standard Windows-mikrofon till den mikrofon du använder.,"Будь ласка, також встановіть ваш мікрофон у Windows за замовчуванням на той, який ви використовуєте.","Моля също така да настроите прозорци подразбиране микрофон до микрофона, който използвате.",Venligst også vælg din standard Windown mikrofon til den du bruger.,Aseta myös Windowsin oletus mikrofoni siihen mikrofoniin mitä käytät.,"Állítsd be alapértelmezett mikrofonnak a Windowson belül azt, amelyiket a játékon belül használni akarod."
Menu_VoiceMessage3,You can test the voice recognition in the audio settings.,Você pode testar o reconhecimento de voz nas configurações de áudio.,Puede probar el reconocimiento de voz en los ajustes de audio.,Você pode testar o reconhecimento de voz nas configurações de áudio.,Sie können die Spracherkennung in den Audio Einstellungen testen.,Vous pouvez tester la reconnaissance vocale dans les paramètres audio.,È possibile testare il riconoscimento vocale nelle impostazioni audio.,Rozpoznávání hlasu můžete otestovat v nastavení zvuku.,Rozpoznawanie głosu można przetestować w ustawieniach dźwięku.,Вы можете протестировать функцию распознавания речи в настройках звука.,音声認識機能はゲーム内のオーディオ設定よりテストできます。,오디어 설정에서 음성 인식을 테스트할 수 있습니다.,Ses ayarlarında ses tanıma özelliğinizi test edebilirsiniz.,您可以在音频设置测试语音识别。,您可以在音訊設置測試語音辨識。,Je kunt spraakherkenning testen in de volume opties.,Μπορείτε να ελέγξετε την αναγνώριση φωνής στις Ρυθμίσεις Ήχου.,Du kan teste talegjenkjenningen i lydinnstillingene.,Puteți testa recunoașterea vocii în setările audio.,Du kan testa röstigenkänning i ljudinställningarna.,Ви можете перевірити розпізнавання мовлення в налаштуваннях звуку.,Можете да тествате гласовото разпознаване на аудио настройките.,Du kan teste stemmegenkendelse i lydindstillingerne.,Voit testata puheentunnistusta ääniasetuksista.,A beszédfelismerést a beállításokon belül tudod tesztelni.
Menu_Accept,Accept,Aceitar,Aceptar,Aceitar,Akzeptieren,J'accepte,Accetta,Potvrdit,Zaakceptuj,Принять,確認,확인,Onayla,接受,接受,Aanvaarden,Αποδοχή,Aksepter,Accept,Acceptera,Застосувати,Приемам,Accepter,Hyväksy,Elfogad
Menu_SystemWarning,Warning: Your system might be below the minimum requirements. Please check the store page for more information.,Aviso: Seu sistema pode estar abaixo dos requisitos mínimos. Verifique a página na loja para mais informações.,"Advertencia: El sistema puede estar por debajo de los requisitos mínimos. Por favor, compruebe la página de la tienda para obtener más información.",Aviso: O seu sistema pode estar abaixo dos requisitos mínimos. Por favor veja a página da loja para mais informações.,Warnung: Ihr System liegt möglicherweise unter den Mindestanforderungen. Bitte prüfen Sie die Store-Seite für weitere Informationen.,Avertissement : Votre système peut être inférieur à la configuration minimale requise. Veuillez consulter la page du magasin pour plus d'informations.,Attenzione: Il tuo sistema potrebbe non soddisfare i requisiti minimi richiesti. Controlla la pagina del gioco nello store per maggiori informazioni.,Varování: Váš systém může být pod minimálními požadavky. Další informace najdete na stránce obchodu.,Uwaga: Twój system może nie spełniać minimalnych wymagań. Sprawdź stronę w sklepie po więcej informacji.,Внимание: Ваш компьютер может не соответствовать системным требованиям игры. Для получения более подробной информации ознакомьтесь со страницей игры в Steam.,警告：お使いのデバイスは本作の必要動作環境を満たしていない可能性があります。詳細はストアページをご確認ください。,경고: 시스템이 최소 사양을 만족하지 못합니다. 자세한 내용은 상점 페이지를 참고하세요.,Uyarı: Sisteminiz asgari gereklilikleri aşağıda olabilir. Daha fazla bilgi için mağaza sayfasını kontrol edin.,"警告：你的系统配置可能低于最低配置要求。
请查看商店页面的最低配置要求。","警告：你的系統配置可能低於最低配置要求。
請查看商店頁面的最低配置要求。",Let op!: uw systeem voldoet mogelijk niet aan de minimumvereisten. Kijk op de steam winkelpagina voor meer informatie. ,Προειδοποίηση: Το σύστημά σας μπορεί να είναι κάτω από τις ελάχιστες απαιτήσεις. Παρακαλώ ελέγξτε τη σελίδα κατάστημα για περισσότερες πληροφορίες.,Advarsel: Systemet kan være under minstekravene. Vennligst sjekk butikksiden for mer informasjon.,Atenție: Sistemul dumneavoastră ar putea fi sub cerințele minime. Vă rugăm să verificați pagina magazinului pentru mai multe informații.,Varning: Systemet kan ligga under minimikraven. Kontrollera butikssidan för mer information.,"Попередження: Ваш комп'ютер може не відповідати мінімальним вимогам гри. Будь ласка, відвідайте у крамниці Steam сторінку гри, щоб отримати додаткову інформацію.","Внимание: Вашата система може да се окаже по-долу минимални изисквания. Моля, проверете страницата в магазина за повече информация.",Advarsel: Dit system kan være under minimumskravene. Husk at tjekke butikken for mere information.,Varoitus: Järjestelmässä saattaa olla alle vähimmäisvaatimuksia. Tarkista -kauppasivua lisätietoja.,"Figyelmeztetés! A számítógéped lehetséges, hogy nem éri el a minimális rendszerkövetelményeket. További információt az áruházi oldalon találsz. "
Error_ItemError,Your equipment has been returned to you.,Os seus itens foram devolvidos a você.,Sus objetos han sido devueltos.,Os seus itens foram devolvidos a você.,Ihre Gegenstände wurden Ihnen zurückgegeben.,Votre équipement a été restauré.,Il tuo equipaggiamento ti è stato restituito.,Vaše předměty vám byly vráceny,Twoje przedmioty zostały zwrócone.,Ваши вещи были возвращены вам.,アイテムが返却されました。,장비가 인벤토리로 반환되었습니다.,Eşyalarınız iade edildi.,已将装备退回给你。,已將裝備退回給你。,Uw uitrusting is naar u teruggekeerd,Τα αντικείμενά σου έχουν επιστραφεί σε εσένα,Tingene dine har blitt returnet til deg.,Echipamentul dvs. v-a fost returnat.,Din utrustning har återlämnats till dig.,Ваше обладнання було повернуто вам.,Вашето оборудване беше завърнато,Dit udstyr er blevet retuneret til dig.,Tavarasi on palautettu sinulle.,A tárgyaid visszakerültek hozzád.
Lobby_Title,Server Lobby,Servidores,Vestíbulo del servidor,Lobby do Servidor,Server Lobby,Liste des serveurs,Lista Server,Server Lobby,Wyszukaj lobby,Лобби,サーバーロビー,서버 로비,Sunucular,服务器大厅,伺服器大廳,Server lobby,Lobby Διακομιστή,Server Lobby,Server Lobby,Serverlobby,Лобі,Сървър Лоби,Server Lobby,Palvelimen aula,Várószoba
Lobby_Refresh,Refresh,Atualizar,Actualizar,Atualizar,Aktualisieren,Rafraîchir,Aggiorna,Obnovit,Odśwież,Обновить,更新,새로고침,Yenile,刷新,刷新,Vernieuwen,Ανανέωση,Oppdater,Reîmprospătează,Uppdatera,Оновити,Обновяване,Opdater,Päivitä,Frissítés
Lobby_Create,Create Public,Criar Sala Pública,Crear sala pública,Criar Sala Pública,Öffentliches Spiel,Créer une partie publique,Crea Pubblica,Vytvořit veřejnou,Stwórz grę publiczną,Создать публичное лобби,パブリックを作成,공개방 생성,Herkese Açık Lobi Oluştur,创建公开房间,創建公開房間,Maak openbaar spel,Δημιουργία Δημόσιου Δωματίου,Lag Offentlig,Creează public,Skapa offentlig,Створити публічне лобі,Създай Отворено Лоби,Opret Offentlig,Luo Julkinen,Nyilvános váró készítése
Menu_Back,Back,Voltar,Menú,Voltar,Zurück,Retour,Indietro,Zpět,Wróć,Назад,戻る,뒤로,Geri,返回,返回,Terug,Πίσω,Tilbake,Înapoi,Tillbaka,Назад,Обратно,Tilbage,Takaisin,Vissza
Lobby_Population,Population,População,Población,População,Spieleranzahl,Population,Giocatori,Populace,Populacja,Население,人数,플레이어,Aktif Oyuncu,人数,人數,Deelnemers,Πληθυσμός,Spillere,Număr de jucători,Befolkning,Населення,Население,Befolkning,Populaatio,Játékosok
Lobby_Rooms,Rooms,Salas,Salas,Salas,Räume,Salles,Stanze,Místnosti,Pokoje,Комнаты,ルーム,생성된 방,Odalar,房间数,房間數,Kamers,Δωμάτια,Rom,Camere,Rum,Кімнати,Стаи,Rum,Huoneet,Szobák
Lobby_ServerName,Server Name,Nome da Sala,Nombre de la sala,Nome da Sala,Servername,Nom du serveur,Nome Server,Jméno serveru,Nazwa serwera,Название сервера,サーバー名,방 이름,Sunucu adı,服务器名称,伺服器名稱,Servernaam,Όνομα Διακομιστή,Server Navn,Numele serverului,Server namn,Назва серверу,Име на сървъра,Server navn,Palvelimen nimi,Szobanév
Server_ReadyUp,Ready Up,Pronto,Preparado,Pronto,Bereit,Prêt,Pronto,Připraven,Gotowy,Я готов!,スタンバイ,준비,Hazır,准备,準備,Klaar,Ετοιμάσου,Jeg er klar,Pregătit,Redo,Готовий,Готов съм,Gør Klar,Valmistaudu,Kész vagyok
Server_LeaveGame,Leave,Sair do Jogo,Abandonar,Sair,Verlassen,Quitter,Esci,Odejít,Opuść pokój,Выход,退室,떠나기,Ayrıl,离开,離開,Verlaten,Αποχώρησε,Forlat,Părăsește,Lämna,Вийти,Напусни,Forlad,Poistu,Kilépés
Server_Change,Change,Avatar,Avatar,Avatar,Ändern,Avatar,Cambia,Změnit,Zmiana postaci,Изменить,変更,캐릭터,Değiştir,改变,更改,Uiterlijk veranderen,Αλλαγή,Endre Avatar,Schimbă,Ändra,Змінити персонажа,Промени,Ændre,Vaihda,Váltás
Server_Start,Start,Iniciar,Empezar,Começar,Start,Démarrer,Inizia,Start,Start,Начать,開始,시작,Başlat,开始,開始,Begin,Εκκίνηση,Start,Start,Starta,Розпочати,Старт,Start,Aloita,Indítás
Server_Contract,Contract: No Contract Selected,Contrato: Nenhum contrato selecionado,Contrato: Ningún contrato seleccionado,Contrato: Nenhum contrato selecionado,Auftrag: Kein Auftrag ausgewählt,Contrat: aucun contrat sélectionné,Contratto: Nessun Contratto Selezionato,Kontrakt: Nebyl vybrán žádný kontrakt,Kontrakt: Nie wybrano kontraktu,Контракт: Контракт не выбран,ミッション：未選択,의뢰: 선택되지 않음,İş: Herhangi iş seçilmedi,合约：未选择合约,合約：未選擇合約,Contract : Geen contract geselecteerd,Σύμβαση: Καμία Σύμβαση Επιλεγμένη,Kontrakt: Ingen kontrakt er valgt,Contract: Nici un contract selectat,Kontrakt: Inget kontrakt valt,Контракт: Немає вибраного контракту,Договор: Няма избран договор,Kontrakt: Ingen Kontrakt Valgt,Sopimus: Ei valittua sopimusta,Megbízás: nincs kiválasztva
Server_EquipmentList,Equipment List,Lista de equipamento,Lista de equipamiento,Lista de Equipamento,Ausrüstungsliste,Liste d'équipement,Lista Equipaggiamento,Seznam vybavení,Lista wyposażenia,Список вещей,持ち込みアイテムリスト,장비 목록,Ekipman listesi,装备列表,裝備列表,Uitrustings lijst,Λίστα Εξοπλισμού,Utstyr Liste,Listă de echipament,Utrustningslista,Список обладнання,Списък на оборудване,Udstyrsliste,Varusteluettelo,Felszerelések 
Server_Title,Server Lobby,Sala do Servidor,Vestíbulo del servidor,Sala do Servidor,Server Lobby,Lobby du serveur,Lobby Server,Server Lobby,Lobby serwera,Лобби сервера,サーバーロビー,서버 로비,Sunucu Listesi,服务器大厅,伺服器大廳,Server lobby,Διακομιστής Lobby,Server Lobby,Server Lobby,Serverlobby,Лобі серверу,Сървър Лоби,Server Lobby,Palvelimen aula,Várószoba
Server_SelectJob,Select Job,Contratos,Contratos,Contratos,Wähle einen Job,Contrats,Seleziona Contratto,Vyberte misi,Wybierz pracę,Выбор задания,ミッション選択,의뢰 선택하기,İş seç,选择合约,選擇合約,Selecteer contract,Επιλογή Δουλειάς,Velg Jobb,Selectați contract,Välj jobb,Вибрати контракт,Изберете договор,Vælg Job,Valitse työ,Megbízás kiválasztása
Server_Ready,Ready,Pronto,Preparado,Pronto,Bereit,Prêt,Pronto,Připravený,Gotowy,Готов,準備完了,준비 완료,Hazır,准备,準備,Klaar,Έτοιμος,Klar,Pregătit,Redo,Готовий,Готов,Klar,Valmis,Készen áll
Server_Unready,Unready,Preparando,No preparado,Preparando,Nicht bereit,Pas prêt,Non Pronto,Nepřipravený,Niegotowy,Не готов,準備中,준비중,Hazır değil,未准备,未準備,Niet klaar,Ανέτοιμος,Ikke Klar,Nu sunt pregătit,Inte redo,Неготовий,Неподготвен,Ikke klar,Ei Valmis,Nem áll készen
